Namespace,Key,English Text,Spanish,French,German,Chinese,Hindi,Urdu,Arabic,Japanese,Korean,Russian
auth,emailBookingsyourtransportcomnwhatsapp84000,Email | bookings@yourtransport.com\nWhatsApp | +84 000 000 000,Correo electrónico | bookings@yourtransport.com\nWhatsApp | +84 000 000 000,Courriel | bookings@yourtransport.com\nWhatsApp | +84 000 000 000,E-Mail | bookings@yourtransport.com\nWhatsApp | +84 000 000 000,???? |bookings@yourtransport.com\nWhatsApp |+84 000 000 000,???? | bookings@yourtransport.com\n????????? | +84 000 000 000,?? ??? | bookings@yourtransport.com\n???? ??? | +84 000 000 000,?????? ?????????? | bookings@yourtransport.com\n?????? | +84 000 000 000,E??? |bookings@yourtransport.com\nWhatsApp? |+84 000 000 000,??? | bookings@yourtransport.com\n??? | +84 000 000 000,??????????? ????? | bookings@yourtransport.com\nWhatsApp | +84 000 000 000
auth,pricingSummaryServiceRate,Pricing summary (service | rate notes per line),Resumen de precios (servicio | notas de tarifas por línea),Récapitulatif des prix (service | notes tarifaires par ligne),Preisübersicht (Service | Tarifhinweise pro Zeile),??????? | ???????,????? ???????? ?????? (???? | ?? ????? ????? ??????),?????? ?? ????? (???? | ??? ??? ?? ????),???? ??????? (?????? | ??????? ??????? ??? ???),???? (???? | ???????),?? ?? ??(??? | ??? ?? ??),?????? ??? (?????? | ?????????? ? ??????? ?? ??????)
auth,billingEntityVatRequirements,"Billing entity, VAT requirements, etc","Entidad de facturación, requisitos de IVA, etc.","Entité de facturation, exigences en matière de TVA, etc","Abrechnungseinheit, Mehrwertsteueranforderungen, etc",???????????,"?????? ????, ??? ??????????, ???","???? ????? ? VAT ?? ??????? ?????",???? ??????? ???????? ????? ?????? ??????? ??? ??? ???,?????????VAT ????,"?? ??, VAT ?? ?? ?","????, ???????????? ????, ?????????? ? ??? ? ?.?"
auth,enterYourLicenseNumber,Enter your license number,Ingrese su número de licencia,Entrez votre numéro de licence,Geben Sie Ihre Lizenznummer ein,????????,???? ??????? ???? ???? ????,???? ?????? ???? ??? ????,???? ??? ??????? ????? ??,????????????????,???? ??? ?????,??????? ????? ????????
auth,youremailexamplecom,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com,your.email@example.com
chat,selectAConversationTo,Select a conversation to start messaging,Selecciona una conversación para comenzar a enviar mensajes,Sélectionnez une conversation pour commencer à envoyer des messages,"Wählen Sie eine Konversation aus, um die Nachricht zu starten",???????????,????? ???? ??????? ???? ?? ??? ???? ????????? ?? ??? ????,????? ????? ???? ???? ????? ????? ????? ????,??? ?????? ???? ????????,???????????????????,??? ???? ???? ?????.,"???????? ????????, ????? ?????? ????? ???????????"
chat,loading,Loading...,Carga...,Chargement...,Laden...,?????,??????,?????...,?????...,?????,??...,????????...
chat,newMessage,New message,Nuevo mensaje,Nouveau message,Neue Nachricht,???,??? ?????,??? ?????,????? ?????,????????,? ???,????? ?????????
chat,searchConversations,Search conversations...,Buscar conversaciones...,Rechercher des conversations...,Unterhaltungen durchsuchen...,????...,????????? ?????...,????? ???? ????...,????? ?? ?????????...,?????...,?? ??...,????? ??????????...
chat,attachment,Attachment,Archivo adjunto,Attachement,Anhang,??,???????,??????,????,??,?? ??,????????????
chat,attachFile,Attach file,Adjuntar archivo,Joindre un fichier,Datei anhängen,????,????? ?????? ????,???? ????? ????,????? ???,???????,?? ??,?????????? ????
chat,typeAMessage,Type a message...,Escribe un mensaje...,Tapez un message...,Geben Sie eine Nachricht ein...,????...,??? ????? ?????...,??? ????? ???? ????...,???? ?????...,???????????...,??? ??...,???????? ?????????...
chat,sendMessage,Send message,Enviar mensaje,Envoyer un message,Nachricht senden,????,????? ?????,????? ??????,????? ?????,????????,??? ???,????????? ?????????
chat,opening,Opening...,Abertura...,Ouverture...,Öffnung...,?????,????????,??????...,??????...,?????????,?...,????????...
chat,newMessage2,New Message,Nuevo mensaje,Nouveau message,Neue Nachricht,???,??? ?????,??? ?????,????? ?????,????????,? ???,????? ?????????
chat,typeNameOrEmail,Type name or email...,Escriba el nombre o el correo electrónico...,Tapez nom ou email...,Geben Sie den Namen oder die E-Mail-Adresse ein...,?????????...,??? ?? ???? ?????...,??? ?? ?? ??? ???? ????...,???? ????? ?? ?????? ??????????...,????????????????...,?? ?? ??? ??...,??????? ??? ??? ????? ??????????? ?????...
chat,reportAbuse,Report Abuse,Reportar abuso,Signaler un abus,Missbrauch melden,??????,???????? ?? ??????? ????,??????? ?? ????? ???,??????? ?? ????? ???????,???????,?? ?? ??,???????? ? ?????????
chat,provideAnyAdditionalContext,Provide any additional context that might help our review...,Proporcione cualquier contexto adicional que pueda ayudar a nuestra revisión...,Fournissez tout contexte supplémentaire qui pourrait aider notre examen...,"Geben Sie zusätzlichen Kontext an, der unserer Bewertung helfen könnte...",????????????????????......,??? ???????? ?????? ?????? ???? ?? ????? ??????? ??? ??? ?? ???? ?? ...,???? ????? ???? ? ???? ????? ???? ?? ????? ????? ??? ??? ?? ???...,??? ?? ???? ????? ?? ????? ?? ???????? ...,????????????????????????????????...,??? ??? ? ? ?? ?? ????? ??????...,"???????????? ????? ?????????????? ????????, ??????? ????? ?????? ?????? ??????..."
claim-profile,profileFor,Profile for:,Perfil para:,Profil pour :,Profil für:,???,???? ??? ?????????:,?? ??? ???????:,????? ?????? ?:,??????:,???:,??????? ???:
claim-profile,licenseNumber,License Number:,Número de licencia:,Numéro de licence :,Lizenznummer:,???????,??????? ??????:,?????? ????:,??? ???????:,??????:,?? ??:,????? ????????:
directory,selectACountry,Select a Country,Seleccione un país,Sélectionnez un pays,Wählen Sie ein Land aus,????/??,?? ??? ?? ??? ????,??? ??? ????? ????,??? ????,????,?? ??,???????? ??????
directory,chooseACountryTo,Choose a country to explore agencies,Elige un país para explorar agencias,Choisissez un pays pour explorer les agences,"Wählen Sie ein Land aus, um Agenturen zu erkunden",??????/?????????,????????? ?? ??? ????? ?? ??? ?? ??? ?????,???????? ?? ???? ???? ?? ??? ??? ??? ?? ?????? ????,???? ???? ???????? ????????,????????????????,???? ??? ?? ??,???????? ?????? ??? ?????????? ? ???????????
directory,country,Country,País,Pays,Land,??,?????????,???,???,?,??,??????
directory,selectCountry,Select country,Seleccionar país,Sélectionner un pays,Land auswählen,????/??,??? ?? ??? ????,??? ????? ????,??? ?????,????,?? ??,???????? ??????
directory,chooseACountryTo2,Choose a country to explore DMCs,Elige un país para explorar DMC,Choisissez un pays pour explorer les DMC,"Wählen Sie ein Land aus, um DMCs zu erkunden",??????/????? DMC,DMC ?? ??? ????? ?? ??? ?? ??? ?????,?? ??? ?? ?? ?????? ???? ?? ??? ??? ??? ?? ?????? ????,???? ???? ???????? DMCs,DMC???????????????,DMC? ??? ?? ??,???????? ?????? ??? ?????????? ? DMC
directory,chooseACountryTo3,Choose a country to explore guides,Elige un país para explorar guías,Choisissez un pays à explorer guides,"Wählen Sie ein Land aus, um Reiseführer zu erkunden",??????/????????,???? ????????? ???? ?? ??? ?? ??? ?????,?????? ?? ???? ???? ?? ??? ??? ??? ?? ?????? ????,???? ???? ???????? ??????,??????????????????,???? ??? ??? ?????,???????? ?????? ??? ?????????? ? ??????????????
directory,verifiedProfessionals,Verified Professionals,Profesionales verificados,Professionnels vérifiés,Geprüfte Fachleute,?????????,???????? ??????,????? ??? ???? ?? ?????,??????? ???????,??????????????,??? ???,??????????? ?????????????
directory,globalCoverage,Global Coverage,Cobertura global,Couverture mondiale,Globale Abdeckung,????,??????? ?????,????? ?????,????? ??????,??????????,??? ????,?????????? ?????
directory,instantConnect,Instant Connect,Conexión instantánea,Connexion instantanée,Sofortige Verbindung,????,?????? ??????,???? ?????,??????? ??????,??????????,???? ???,?????????? ???????????
directory,allCountries,All Countries,Todos los países,Tous les pays,Alle Länder,????,??? ???,???? ?????,???? ?????,??,?? ??,??? ??????
directory,browseVerifiedProfilesWith,Browse verified profiles with ratings and reviews,Explora perfiles verificados con valoraciones y reseñas,Parcourir les profils vérifiés avec des notes et des avis,Durchsuchen Sie verifizierte Profile mit Bewertungen und Rezensionen,?????????????????????,?????? ?? ????????? ?? ??? ???????? ????????? ??????? ????,???? ???? ??? ????? ?? ???? ????? ??? ???????? ?? ????? ????,???? ??????? ??????? ???? ?? ?????? ???? ?? ????????? ??????????,??????????????????????????,?? ? ??? ??? ??? ??? ????,?????????????? ??????????? ??????? ? ???????? ? ????????
directory,filterByLocationLanguage,"Filter by location, language, and specialty","Filtrar por ubicación, idioma y especialidad","Filtrez par lieu, langue et spécialité","Filtern Sie nach Standort, Sprache und Fachgebiet",???????????,"?????, ???? ?? ??????? ?? ???? ?? ??????? ????","????? ????? ??? ?????? ?? ???? ?? ???? ????",??????? ??? ?????? ?????? ???????,??????????????????,"??, ?? ? ?? ???? ???","?????????? ?? ??????????????, ????? ? ?????????????"
directory,viewAvailabilityAndBook,View availability and book directly,Ver disponibilidad y reservar directamente,Voir les disponibilités et réserver directement,Verfügbarkeit anzeigen und direkt buchen,???????????,???????? ????? ?? ???? ??? ????,??????? ?????? ??? ???? ???? ?? ????,??? ??????? ?????? ??????,?????????????,?? ?? ?? ?? ? ?? ??,???????? ??????? ???? ? ???????????? ????????
directory,accessContactInformationAnd,Access contact information and rates,Acceda a la información de contacto y las tarifas,Accéder aux coordonnées et aux tarifs,Greifen Sie auf Kontaktinformationen und Preise zu,?????????,?????? ??????? ?? ???? ?? ???????,????? ?? ??????? ??? ????? ?? ????? ???? ????,?????? ??? ??????? ??????? ????????,???????????????,??? ?? ? ??? ???,?????? ? ?????????? ?????????? ? ???????
directory,chooseACountryTo4,Choose a country to explore transport providers,Elige un país para explorar proveedores de transporte,Choisissez un pays pour explorer les fournisseurs de transport,"Wählen Sie ein Land aus, um Transportanbieter zu erkunden",??????/??????????,?????? ????????? ?? ??? ????? ?? ??? ?? ??? ?????,????????? ????? ???? ????? ?? ???? ???? ?? ??? ??? ??? ?? ?????? ????,???? ???? ???????? ????? ????? ?????,?????????????,??? ???? ????? ?????,???????? ?????? ??? ?????????? ? ???????????? ???????????? ?????
directory,browseByName,Browse by Name,Buscar por nombre,Parcourir par nom,Nach Name durchsuchen,?????,??? ?? ??????? ????,??? ?? ????? ????? ????,???? ??? ?????,?????,???? ????,???????? ?? ?????
directory,activeFilter,Active Filter:,Filtro activo:,Filtre actif :,Aktiver Filter:,??????,?????? ???????:,???? ????:,?????? ?????:,??????????:,?? ??:,???????? ??????:
directory,closeFilters,Close filters,Cerrar filtros,Fermer les filtres,Filter schließen,?????,??????? ??? ????,????? ??? ????,????? ???????,?????????,?? ??,??????? ???????
directory,loadingFilterOptions,Loading filter options...,Cargando opciones de filtro...,Chargement des options de filtre...,Filteroptionen werden geladen...,?????????...,??????? ?????? ??? ?? ??? ?? ...,???? ?? ???????? ??? ?? ??? ???...,????? ?????? ??????...,???????????????????...,?? ?? ?? ?...,???????? ????? ???????...
directory,berlinBarcelonaTokyo,"Berlin, Barcelona, Tokyo...","Berlín, Barcelona, Tokio...","Berlin, Barcelone, Tokyo...","Berlin, Barcelona, Tokio...",??????????......,"??????, ??????????, ??????...","????? ????????? ?????...","????? ? ??????? ? ????? ...",?????????????...,"???, ?????, ??...","??????, ?????????, ?????..."
directory,maxPrice,Max Price:,Precio máximo:,Prix max. :,Maximaler Preis:,?????,?????? ?????:,????? ?? ????? ????:,???? ???:,????:,?? ??:,???????????? ????:
directory,loadingGuides,Loading guides...,Guías de carga...,Guides de chargement...,Anleitungen zum Laden...,????...,???? ??? ?? ??? ??...,?????? ??? ?? ??? ???...,???? ???????...,????????????...,??? ?? ?...,???????????? ??? ????????...
jobs,applyDirectlyWithYour,Apply directly with your validated profile,Aplica directamente con tu perfil validado,Postulez directement avec votre profil validé,Bewerben Sie sich direkt mit Ihrem validierten Profil,????????????????,???? ????? ????????? ?? ??? ???? ????? ????,???? ????? ??? ??????? ?? ???? ???? ???? ??????? ???,???? ?????? ???????? ???? ?????? ???? ?? ?????? ?? ????,??????????????????,??? ???? ?? ?????.,??????? ?????? ??????????????? ? ??????? ??????????????? ???????
jobs,getNotifiedAboutNew,Get notified about new opportunities,Reciba notificaciones sobre nuevas oportunidades,Soyez informé des nouvelles opportunités,Lassen Sie sich über neue Stellenangebote benachrichtigen,??????????,?? ?????? ?? ???? ??? ????? ??????? ????,??? ????? ?? ???? ??? ???? ????,???? ??? ??????? ??? ????? ???????,????????????????,??? ??? ?? ?? ??,????????? ??????????? ? ????? ????????????
jobs,filterByLocationSalary,"Filter by location, salary, and job type","Filtrar por ubicación, salario y tipo de trabajo","Filtrer par lieu, salaire et type de poste","Filtern Sie nach Standort, Gehalt und Jobtyp",?????????????,"?????, ???? ?? ????? ?? ?????? ?? ???? ?? ??????? ????","????? ??????? ??? ?????? ?? ??? ?? ???? ?? ???? ????",??????? ??? ?????? ??????? ???? ???????,??????????????????,"??, ?? ? ?? ???? ???","?????????? ?? ??????????????, ???????? ? ???? ?????????"
legal,weMayCollectUse,"We may collect, use, store and transfer different kinds of personal data about you:","Podemos recopilar, usar, almacenar y transferir diferentes tipos de datos personales sobre usted:","Nous pouvons collecter, utiliser, stocker et transférer différents types de données personnelles vous concernant :","Wir können verschiedene Arten von personenbezogenen Daten über Sie sammeln, verwenden, speichern und übertragen:",??????????????????????????????,"?? ???? ???? ??? ??????? ?????? ?? ????????? ???? ?????, ?????, ?????? ?? ??????????? ?? ???? ???:","?? ?? ?? ???? ??? ????? ??? ?? ???? ???? ??? ?? ???? ???? ??????? ?? ???? ???? ????? ?? ???? ??? ??? ????? ?? ???? ???:",?? ???? ???? ???????? ?????? ???? ????? ?????? ?? ???????? ??????? ???:,?????????????????????????????????????????????????,"??? ??? ?? ??? ??? ?? ???? ??, ??, ?? ? ??? ? ????.","?? ????? ????????, ????????????, ??????? ? ?????????? ????????? ???? ???????????? ?????? ? ???:"
legal,identityData,Identity Data:,Datos de identidad:,Données d’identité :,Identitätsdaten:,#CONNECT!,????? ????:,?????? ????:,?????? ??????:,ID ???:,?? ???:,????????????????? ??????:
legal,contactData,Contact Data:,Datos de contacto:,Données de contact :,Kontaktdaten:,?????,?????? ????:,????? ?? ????:,?????? ???????:,??????:,??? ???:,?????????? ??????????:
legal,profileData,Profile Data:,Datos de perfil:,Données de profil :,Profildaten:,???????,????????? ????:,??????? ????:,?????? ????? ??????:,?????????:,??? ???:,?????? ???????:
legal,technicalData,Technical Data:,Datos técnicos:,Données techniques :,Technische Daten:,?????,?????? ????:,?????? ????? ? ????:,??????? ?????:,?????:,?? ???:,??????????? ??????:
legal,usageData,Usage Data:,Datos de uso:,Données d’utilisation :,Nutzungsdaten:,?????,????? ????:,??????? ?? ????:,?????? ?????????:,???????:,?? ???:,?????? ?? ?????????????:
legal,toRegisterYouAs,To register you as a new customer,Para registrarte como nuevo cliente,Pour vous inscrire en tant que nouveau client,Um Sie als neuen Kunden zu registrieren,????????,???? ?? ?? ?????? ?? ??? ??? ??????? ???? ?? ???,?? ?? ??? ??? ???? ?? ??? ?? ????? ???? ?? ???,??????? ????? ????,?????????????,?? ???? ?????,????? ???????????????? ??? ? ???????? ?????? ???????
legal,toProvideAndManage,To provide and manage your account,Para proporcionar y administrar su cuenta,Pour fournir et gérer votre compte,Um Ihr Konto bereitzustellen und zu verwalten,?????????,???? ???? ?????? ???? ?? ???????? ???? ?? ???,???? ?????? ????? ???? ??? ?? ?? ?????? ???? ?? ???,?????? ????? ???????,??????????????,??? ??? ???? ???? ??,?????????????? ??????? ?????? ? ?????????? ??
legal,toProcessAndDeliver,To process and deliver our services,Para procesar y entregar nuestros servicios,Pour traiter et fournir nos services,Um unsere Dienstleistungen zu verarbeiten und zu erbringen,??????????,????? ?????? ?? ??????? ???? ?? ?????? ???? ?? ???,????? ????? ?? ??? ???? ??? ????? ???? ?? ???,??????? ??????? ????????,???????????????????,???? ???? ???? ??,???????????? ? ????????????? ???? ??????
legal,toManageOurRelationship,To manage our relationship with you,Para gestionar nuestra relación con usted,Pour gérer notre relation avec vous,Um unsere Beziehung zu Ihnen zu verwalten,?????????,???? ??? ????? ??????? ?? ???????? ???? ?? ???,?? ?? ???? ????? ?????? ?? ?????? ???? ?? ???,?????? ??????? ???,??????????????,???? ??? ???? ??,??? ?????????? ?????? ??????????? ? ????
legal,requestAccessToYour,Request access to your personal data,Solicitar acceso a sus datos personales,Demander l’accès à vos données personnelles,Fordern Sie den Zugriff auf Ihre personenbezogenen Daten an,??????????,???? ????????? ???? ?? ????? ?? ?????? ????,???? ???? ???? ?? ????? ?? ??????? ????,??? ?????? ??? ??????? ???????,???????????????????,?? ???? ?? ??? ??,????????? ?????? ? ????? ???????????? ??????
legal,requestCorrectionOfYour,Request correction of your personal data,Solicitar la corrección de sus datos personales,Demander la rectification de vos données personnelles,Fordern Sie die Berichtigung Ihrer personenbezogenen Daten an,??????????,???? ????????? ???? ?? ????? ?? ?????? ????,???? ???? ???? ?? ????? ?? ??????? ????,??? ????? ??????? ???????,???????????,?? ??? ?? ??,????????? ??????????? ????? ???????????? ??????
legal,requestErasureOfYour,Request erasure of your personal data,Solicitar la supresión de sus datos personales,Demander l’effacement de vos données personnelles,Fordern Sie die Löschung Ihrer personenbezogenen Daten an,??????????,???? ????????? ???? ?? ?????? ?? ?????? ????,???? ???? ???? ?? ????? ?? ??????? ????,??? ??? ??????? ???????,?????????????,?? ??? ?? ??,?????? ?? ???????? ????? ???????????? ??????
legal,objectToProcessingOf,Object to processing of your personal data,Oponerse al tratamiento de sus datos personales,S’opposer au traitement de vos données personnelles,Widerspruch gegen die Verarbeitung Ihrer personenbezogenen Daten,??????????,???? ????????? ???? ?? ?????????? ?? ??????,?? ?? ???? ???? ?? ???????? ?? ??????,???????? ??? ?????? ??????? ???????,???????????????,??? ?? ??? ??? ?? ??,?????????? ?????? ????????? ????? ???????????? ??????
legal,requestRestrictionOfProcessing,Request restriction of processing your personal data,Solicitar la restricción del procesamiento de sus datos personales,Demander la limitation du traitement de vos données personnelles,Einschränkung der Verarbeitung Ihrer personenbezogenen Daten zu verlangen,????????????,???? ????????? ???? ?? ??????? ???? ?? ???????? ?? ?????? ????,???? ???? ???? ?? ???????? ???? ?? ?????? ?? ??????? ????,??? ????? ?????? ??????? ???????,?????????????,?? ??? ?? ?? ??,?????? ?? ??????????? ????????? ????? ???????????? ??????
legal,requestTransferOfYour,Request transfer of your personal data,Solicitar la transferencia de sus datos personales,Demander le transfert de vos données personnelles,Fordern Sie die Übertragung Ihrer personenbezogenen Daten an,??????????,???? ????????? ???? ?? ????????? ?? ?????? ????,?? ?? ???? ???? ?? ?????? ?? ??????? ????,??? ??? ??????? ???????,?????????????,?? ??? ?? ??,????????? ???????? ????? ???????????? ??????
legal,rightToWithdrawConsent,Right to withdraw consent,Derecho a retirar el consentimiento,Droit de retirer son consentement,Recht auf Widerruf der Einwilligung,???????,????? ???? ???? ?? ??????,??????? ???? ???? ?? ??,???? ?? ??? ????????,?????????,??? ??? ??,????? ?? ????? ????????
legal,modifyOrCopyThe,Modify or copy the materials,Modificar o copiar los materiales,Modifier ou copier les matériaux,Ändern oder Kopieren der Materialien,???????,??????? ?? ??????? ?? ???? ????,???? ??? ????? ???? ?? ???? ????,????? ?? ??? ??????,?????????????,?? ?? ?? ??,????????? ??? ??????????? ??????????
legal,useTheMaterialsFor,Use the materials for any commercial purpose or for any public display,Usar los materiales para cualquier propósito comercial o para cualquier exhibición pública,Utiliser le matériel à des fins commerciales ou pour une exposition publique,Verwenden Sie die Materialien für kommerzielle Zwecke oder für öffentliche Darstellungen,??????????????????,???? ?? ?????????? ???????? ?? ??? ?? ???? ?? ????????? ???????? ?? ??? ??????? ?? ????? ????,??? ??? ?????? ???? ?? ??? ?? ??? ??? ????? ????? ?? ??? ???? ?? ??????? ????,??????? ?????? ??? ??? ????? ?? ??? ??? ???,??????????????????????,??? ?? ?? ?? ??? ?? ??? ?????.,???????????? ????????? ? ????? ???????????? ????? ??? ??? ?????????? ??????
legal,attemptToReverseEngineer,Attempt to reverse engineer any software contained on Guide Validator's website,Intentar realizar ingeniería inversa de cualquier software contenido en el sitio web de Guide Validator,Tentative d’ingénierie inverse d’un logiciel contenu sur le site Web de Guide Validator,"Versuchen Sie, Software, die auf der Website von Guide Validator enthalten ist, zurückzuentwickeln",??? Guide Validator ????????????????,???? ???????????? ?? ??????? ?? ????? ???? ?? ?????????? ?? ?????? ???????? ???? ?? ?????? ????,????? ???????? ?? ??? ???? ?? ????? ??? ??? ???? ???? ?? ????? ??????? ???? ?? ???? ????,?????? ????? ????? ????? ??? ?????? ????? ??? ???? Guide Validator ??? ?????,Guide Validator?????????????????????????????????????,Guide Validator ????? ??? ?? ?????? ??? ???????? ?????.,"??????? ??????-??????????? ?????? ???????????? ???????????, ????????????? ?? ???-????? Guide Validator"
legal,transferTheMaterialsTo,"Transfer the materials to another person or ""mirror"" the materials on any other server","Transferir los materiales a otra persona o ""reflejar"" los materiales en cualquier otro servidor",Transférer les documents à une autre personne ou « refléter » les documents sur un autre serveur,"Übertragen Sie die Materialien an eine andere Person oder ""spiegeln"" Sie die Materialien auf einem anderen Server",????????????“??”?????????,"??????? ?? ???? ???? ??????? ?? ??????????? ???? ?? ???? ???? ????? ?? ??????? ?? ""?????"" ????","???? ?? ??? ????? ??? ?? ????? ???? ?? ??? ????? ???? ?? ???? ?? ""?????"" ????","??? ?????? ??? ??? ??? ?? ""???"" ?????? ??? ?? ???? ???",?????????????????????????????????,"??? ?? ???? ????? ?? ??? ??? ""???""",?????????? ????????? ??????? ???? ??? «?????????????» ????????? ?? ????? ?????? ???????
legal,youMayNotUse,You may not use our Service:,No puede utilizar nuestro Servicio:,Vous ne pouvez pas utiliser notre Service :,Sie dürfen unseren Service nicht nutzen:,?????????????????,?? ????? ???? ?? ????? ???? ?? ???? ???:,?? ????? ???? ??????? ???? ?? ???? ???:,?? ???? ?? ??????? ??????:,????????????????????????????????,??? ?? ???? ??? ?? ??? ? ????.,?? ?? ?????? ????? ???????????? ??? ??????:
legal,forAnyUnlawfulPurpose,For any unlawful purpose or to solicit others to perform or participate in any unlawful acts,Para cualquier propósito ilegal o para solicitar a otros que realicen o participen en actos ilegales,À des fins illégales ou pour solliciter d’autres personnes à accomplir ou à participer à des actes illégaux,"Zu rechtswidrigen Zwecken oder um andere dazu aufzufordern, rechtswidrige Handlungen vorzunehmen oder daran teilzunehmen",????????????????????????,???? ?? ????????? ???????? ?? ??? ?? ?????? ?? ???? ?? ????????? ????? ???? ?? ????? ??? ???? ?? ??? ?????? ?? ???,??? ??? ??? ?????? ???? ?? ??? ?? ?????? ?? ??? ??? ??? ?????? ??? ?? ????? ???? ?? ?? ??? ??? ???? ?? ??? ????? ???? ?? ???,??? ??? ??? ?????? ?? ??? ??????? ??? ???? ?? ???????? ?? ?? ????? ??? ???????,???????????????????????????????,???? ?? ?? ?? ??? ?? ??? ????? ????? ???? ??,? ????? ?????????? ????? ??? ??? ????????????????? ?????? ??? ? ?????????? ??? ??????? ? ????? ?????????? ?????????
legal,toHarassAbuseInsult,"To harass, abuse, insult, harm, defame, slander, disparage, intimidate, or discriminate","Acosar, abusar, insultar, dañar, difamar, calumniar, menospreciar, intimidar o discriminar","Pour harceler, abuser, insulter, nuire, diffamer, calomnier, dénigrer, intimider ou discriminer","Belästigung, Beleidigung, Schädigung, Verleumdung, Verleumdung, Verunglimpfung, Einschüchterung oder Diskriminierung",??????????????????????????,"?????? ????, ???? ????, ????? ????, ?????? ????????, ????? ????, ????? ????, ??????? ????, ????? ?? ?????? ????","?????? ????? ???????? ?????? ????? ???????? ????? ????? ????? ????? ????? ????? ????? ??????? ?? ??????? ???? ????",???????? ?? ??????? ?? ??????? ?? ????? ?? ??????? ?? ??????? ?? ??????? ?? ???????,??????????????????????????????????????????,"???, ??, ??, ?? ???, ??? ????, ????, ????, ?????, ???? ??","????????????, ??????????, ??????????, ????????? ????, ?????????, ???????, ?????????? ??? ????????????????"
legal,toSubmitFalseOr,To submit false or misleading information,Enviar información falsa o engañosa,Pour soumettre des informations fausses ou trompeuses,Falsche oder irreführende Informationen zu übermitteln,??????????,???? ?? ?????? ??????? ????? ???? ?? ???,??? ?? ????? ?? ??????? ??? ?????,?????? ??????? ????? ?? ?????,???????????????????,?? ?? ??? ??? ?? ??? ???? ??,?????????????? ?????? ??? ???????? ? ??????????? ??????????
legal,toUploadOrTransmit,To upload or transmit viruses or any other type of malicious code,Cargar o transmitir virus o cualquier otro tipo de código malicioso,Pour télécharger ou transmettre des virus ou tout autre type de code malveillant,Um Viren oder andere Arten von bösartigem Code hochzuladen oder zu übertragen,???????????????????,????? ?? ???? ???? ?????? ?? ?????????????? ??? ?? ????? ?? ??????? ???? ?? ???,????? ?? ??? ??? ??? ?? ?????? ??? ?? ?? ??? ?? ????? ???? ?? ???,?????? ?? ??? ????????? ?? ?? ??? ??? ?? ????????? ???????? ??????,????????????????????????????????????,???? ?? ?? ??? ?? ??? ?????? ???? ??,??? ???????? ??? ???????? ??????? ??? ?????? ??????? ???????????? ????
legal,toSpamPhishPharm,"To spam, phish, pharm, pretext, spider, crawl, or scrape","Para enviar spam, suplantar, pharm, pretextar, arañar, rastrear o raspar","Pour spammer, hameçonner, pharm, prétexte, araignée, crawler ou scraper","Spam, Phishing, Pharm, Vorwand, Spider, Crawl oder Scrape",??????????????????????????,"?????, ????, ??????, ?????, ?????, ????? ?? ??????? ???? ?? ???","????? ? ??? ???? ? ???? ? ????? ? ???? ? ?????? ? ?? ?????? ?? ???",?????? ????? ??? ????? ???? ?? ???? ??????? ?? ????? ?? ????? ?? ?????? ?? ??? ?? ???,???????????????????????????????????,"??, ??, ??, ??, ????, ??? ?? ???","????, ??????, ????, ?????????, ????, ???????????? ??? ?????????"
legal,forAnyObsceneOr,For any obscene or immoral purpose,Para cualquier propósito obsceno o inmoral,À des fins obscènes ou immorales,Zu obszönen oder unmoralischen Zwecken,?????????????,???? ?? ?????? ?? ?????? ???????? ?? ???,??? ??? ??? ?? ??? ?????? ???? ?? ???,??? ??? ???? ?? ??? ??????,????????????????,?????? ???? ??? ??,? ????? ???????????? ??? ?????????? ?????
legal,toInterfereWithOr,To interfere with or circumvent the security features of the Service,Para interferir o eludir las características de seguridad del Servicio,Pour interférer avec ou contourner les fonctionnalités de sécurité du Service,Um die Sicherheitsfunktionen des Dienstes zu beeinträchtigen oder zu umgehen,?????????????,???? ?? ??????? ???????? ??? ????????? ???? ?? ?????? ??????? ????,???? ?? ???????? ??????? ??? ?????? ???? ?? ?? ?? ????,?????? ?? ????? ???? ?????? ?? ??????? ?????,??????????????????????????,???? ?? ??? ????? ???? ??,??? ????????????? ??? ?????? ??????? ???????????? ???????
legal,dataProcessingAgreementGuide,Data Processing Agreement - Guide Validator,Acuerdo de procesamiento de datos - Guide Validator,Accord de traitement des données - Guide Validator,Vereinbarung zur Auftragsverarbeitung - Guide Validator,?????? - Guide Validator,???? ?????????? ?????? - ???? ????????????,???? ???????? ?????? - ????? ????????,??????? ?????? ???????? - ???? ??????,??????? - Guide Validator,??? ?? ?? - Guide Validator,?????????? ?? ????????? ?????? - Guide Validator
legal,dataProcessingAgreement,DATA PROCESSING AGREEMENT,ACUERDO DE PROCESAMIENTO DE DATOS,ACCORD DE TRAITEMENT DES DONNÉES,VEREINBARUNG ZUR DATENVERARBEITUNG,??????,???? ?????????? ??????,???? ???????? ?? ??????,??????? ?????? ????????,???????,??? ?? ??,?????????? ?? ????????? ??????
